Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2,Lng
Bills,473.0,,,,,20.0,,,,,2122.0,4.5,107.0,22.6,,,,,,,,,,,,
Bears,504.0,,,,,13.0,,,,,2076.0,4.1,110.0,21.8,,,,,,,,,,,,
Lions,495.0,,,,,19.0,,,,,1967.0,4.0,111.0,22.4,,,,,,,,,,,,
Rams,445.0,,,,,15.0,,,,,1816.0,4.1,105.0,23.6,,,,,,,,,,,,
Falcons,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Ravens,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bills,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Panthers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bears,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bengals,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Browns,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cowboys,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Broncos,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Lions,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Packers,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Texans,,,,,,,2.0,,,,,,,,0.0,2.0,,,,,,,,,,
Colts,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Chiefs,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Rams,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Raiders,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Dolphins,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Vikings,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Patriots,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Giants,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jets,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Eagles,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cardinals,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chargers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
49ers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Seahawks,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Buccaneers,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Redskins,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
49ers,,,,,,,,,,,96.0,,24.4,,,,211.0,99.0,11.0,8.0,978.0,,,,,
Eagles,,,,,,,,,,,83.0,,21.3,,,,213.0,66.0,23.0,9.0,1009.0,,,,,
Cardinals,,,,,,,,,,,117.0,,23.9,,,,212.0,90.0,15.0,7.0,1046.0,,,,,
Texans,,,,,,,,,,,116.0,,22.8,,,,234.0,83.0,12.0,6.0,1056.0,,,,,
Colts,,,,,,,,,,,114.0,,24.8,,,,198.0,74.0,21.0,10.0,963.0,,,,,
Packers,,,,,,,,,,,122.0,,29.5,,,,192.0,65.0,16.0,6.0,987.0,,,,,
Panthers,,,,,,,,,,,95.0,,21.2,,,,234.0,77.0,13.0,5.0,1022.0,,,,,
Saints,,,,,,,,,,,108.0,,24.6,,,,223.0,87.0,20.0,12.0,1071.0,,,,,
Bengals,,,,,,,,,,,104.0,,20.9,,,,199.0,83.0,14.0,7.0,976.0,,,,,
Steelers,,,,,,,,,,,77.0,,21.4,,,,225.0,98.0,13.0,7.0,982.0,,,,,
Browns,,,,,,,,,,,107.0,,22.2,,,,226.0,91.0,14.0,7.0,1024.0,,,,,
Buccaneers,,,,,,,,,,,79.0,,19.3,,,,223.0,75.0,13.0,8.0,963.0,,,,,
Redskins,,,,,,,,,,,96.0,,22.1,,,,225.0,79.0,11.0,4.0,1006.0,,,,,
Patriots,,,,,,,,,,,129.0,,27.6,,,,221.0,95.0,16.0,10.0,1032.0,,,,,
Lions,,,,,,,,,,,111.0,,22.4,,,,233.0,105.0,11.0,8.0,1119.0,,,,,
Titans,,,,,,,,,,,75.0,,20.2,,,,202.0,76.0,18.0,9.0,974.0,,,,,
Seahawks,,,,,,,,,,,140.0,,28.0,,,,215.0,100.0,13.0,6.0,1083.0,,,,,
Falcons,,,,,,,,,,,97.0,,22.0,,,,214.0,85.0,21.0,9.0,1002.0,,,,,
Ravens,,,,,,,,,,,95.0,,20.2,,,,236.0,95.0,21.0,15.0,1077.0,,,,,
Giants,,,,,,,,,,,87.0,,21.4,,,,222.0,81.0,21.0,8.0,985.0,,,,,
Bills,,,,,,,,,,,107.0,,22.6,,,,207.0,76.0,23.0,10.0,999.0,,,,,
Bears,,,,,,,,,,,110.0,,21.8,,,,230.0,85.0,15.0,9.0,1086.0,,,,,
Chargers,,,,,,,,,,,91.0,,22.2,,,,218.0,83.0,11.0,7.0,1056.0,,,,,
Vikings,,,,,,,,,,,83.0,,21.1,,,,193.0,75.0,15.0,5.0,963.0,,,,,
Cowboys,,,,,,,,,,,90.0,,18.7,,,,246.0,92.0,11.0,9.0,1079.0,,,,,
Jaguars,,,,,,,,,,,112.0,,23.0,,,,212.0,83.0,20.0,11.0,1042.0,,,,,
Rams,,,,,,,,,,,105.0,,23.6,,,,197.0,71.0,13.0,5.0,944.0,,,,,
Raiders,,,,,,,,,,,96.0,,25.0,,,,196.0,75.0,20.0,9.0,997.0,,,,,
Broncos,,,,,,,,,,,100.0,,26.4,,,,220.0,97.0,6.0,3.0,985.0,,,,,
Dolphins,,,,,,,,,,,86.0,,21.1,,,,201.0,68.0,13.0,4.0,974.0,,,,,
Jets,,,,,,,,,,,116.0,,27.2,,,,211.0,93.0,16.0,9.0,1008.0,,,,,
Chiefs,,,,,,,,,,,120.0,,27.8,,,,205.0,87.0,17.0,10.0,1081.0,,,,,
Eagles,,,,,,,,,,,,,,,0.0,,,,,,,29.0,0.0,,,
Rams,,,,,,,,,,,,,,,0.0,,,,,,,25.0,0.0,,,
Colts,,,,,,,,,,,,,,,0.0,,,,,,,24.0,0.0,,,
Panthers,,,,,,,,,,,,,,,0.0,,,,,,,23.0,0.0,,,
Packers,,,,,,,,,,,,,,,0.0,,,,,,,22.0,0.0,,,
Bears,,,,,,,,,,,,,,,0.0,,,,,,,21.0,0.0,,,
Saints,,,,,,,,,,,,,,,0.0,,,,,,,21.0,0.0,,,
Falcons,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Browns,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Lions,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Redskins,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Seahawks,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Cowboys,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Titans,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Dolphins,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Patriots,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Broncos,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Jaguars,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Chiefs,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Giants,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
49ers,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Steelers,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Chargers,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Bengals,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Ravens,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Raiders,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Jets,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Texans,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Bills,,,,,,,,,,,,,,,0.0,,,,,,,9.0,0.0,,,
Cardinals,,,,,,,,,,,,,,,0.0,,,,,,,7.0,0.0,,,
Vikings,,,,,,,,,,,,,,,0.0,,,,,,,5.0,0.0,,,
Buccaneers,,,,,,,31.0,,,,,,,,,,,,,,,,,4.0,494.0,97
Ravens,,,,,,,25.0,,,,,,,,,,,,,,,,,2.0,449.0,98T
Falcons,,,,,,,24.0,,,,,,,,,,,,,,,,,1.0,285.0,41T
Packers,,,,,,,24.0,,,,,,,,,,,,,,,,,4.0,516.0,89
Raiders,,,,,,,21.0,,,,,,,,,,,,,,,,,3.0,347.0,98
Dolphins,,,,,,,21.0,,,,,,,,,,,,,,,,,1.0,258.0,62T
Saints,,,,,,,20.0,,,,,,,,,,,,,,,,,1.0,211.0,43
Cowboys,,,,,,,19.0,,,,,,,,,,,,,,,,,3.0,227.0,85
Steelers,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,351.0,84T
49ers,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,332.0,60T
Seahawks,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,245.0,46T
Titans,,,,,,,18.0,,,,,,,,,,,,,,,,,3.0,198.0,32
Chiefs,,,,,,,18.0,,,,,,,,,,,,,,,,,0.0,302.0,50
Patriots,,,,,,,18.0,,,,,,,,,,,,,,,,,3.0,277.0,90
Panthers,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,261.0,62
Browns,,,,,,,17.0,,,,,,,,,,,,,,,,,0.0,148.0,71
Cardinals,,,,,,,17.0,,,,,,,,,,,,,,,,,2.0,186.0,38T
Chargers,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,246.0,46
Vikings,,,,,,,16.0,,,,,,,,,,,,,,,,,1.0,191.0,43T
Jets,,,,,,,15.0,,,,,,,,,,,,,,,,,0.0,207.0,65
Eagles,,,,,,,15.0,,,,,,,,,,,,,,,,,2.0,193.0,80
Jaguars,,,,,,,14.0,,,,,,,,,,,,,,,,,0.0,193.0,53
Redskins,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,173.0,78T
Rams,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,74.0,36
Giants,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,93.0,32T
Bills,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,147.0,42
Lions,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,173.0,49
Texans,,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,188.0,70T
Colts,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,170.0,53T
Bears,,,,,,,9.0,,,,,,,,,,,,,,,,,0.0,111.0,35
Bengals,,,,,,,9.0,,,,,,,,,,,,,,,,,2.0,187.0,102
Broncos,,,,,,,9.0,,,,,,,,,,,,,,,,,2.0,107.0,31T
Giants,519.0,309.0,59.5,6.6,3412.0,25.0,10.0,178.0,34.3,45.0,,,,,,,,,,,,,,,,
Rams,510.0,296.0,58.0,6.0,3072.0,23.0,24.0,164.0,32.2,42.0,,,,,,,,,,,,,,,,
Buccaneers,475.0,274.0,57.7,5.7,2710.0,16.0,20.0,140.0,29.5,36.0,,,,,,,,,,,,,,,,
Lions,522.0,331.0,63.4,6.8,3578.0,26.0,15.0,166.0,31.8,28.0,,,,,,,,,,,,,,,,
Colts,445.0,277.0,62.2,6.3,2809.0,18.0,15.0,138.0,31.0,31.0,,,,,,,,,,,,,,,,
Patriots,618.0,328.0,53.1,5.2,3232.0,11.0,29.0,177.0,28.6,41.0,,,,,,,,,,,,,,,,
Chiefs,565.0,332.0,58.8,6.0,3363.0,19.0,25.0,184.0,32.6,36.0,,,,,,,,,,,,,,,,
Saints,485.0,264.0,54.4,6.2,2993.0,20.0,14.0,165.0,34.0,32.0,,,,,,,,,,,,,,,,
Cardinals,497.0,311.0,62.6,7.2,3589.0,29.0,13.0,184.0,37.0,21.0,,,,,,,,,,,,,,,,
Steelers,484.0,294.0,60.7,6.3,3042.0,20.0,14.0,155.0,32.0,35.0,,,,,,,,,,,,,,,,
Redskins,483.0,285.0,59.0,6.6,3195.0,23.0,17.0,176.0,36.4,27.0,,,,,,,,,,,,,,,,
Chargers,524.0,322.0,61.4,6.4,3375.0,36.0,13.0,178.0,34.0,30.0,,,,,,,,,,,,,,,,
Raiders,467.0,286.0,61.2,7.3,3394.0,21.0,14.0,159.0,34.0,25.0,,,,,,,,,,,,,,,,
Seahawks,573.0,343.0,59.9,6.1,3480.0,24.0,16.0,183.0,31.9,40.0,,,,,,,,,,,,,,,,
Bengals,508.0,297.0,58.5,6.7,3402.0,23.0,14.0,177.0,34.8,30.0,,,,,,,,,,,,,,,,
Vikings,531.0,311.0,58.6,6.6,3477.0,17.0,28.0,186.0,35.0,37.0,,,,,,,,,,,,,,,,
Bears,525.0,326.0,62.1,5.9,3082.0,20.0,15.0,156.0,29.7,18.0,,,,,,,,,,,,,,,,
Jaguars,510.0,303.0,59.4,6.4,3251.0,23.0,15.0,172.0,33.7,24.0,,,,,,,,,,,,,,,,
49ers,514.0,310.0,60.3,6.3,3238.0,25.0,23.0,165.0,32.1,42.0,,,,,,,,,,,,,,,,
Cowboys,492.0,239.0,48.6,5.4,2631.0,18.0,13.0,127.0,25.8,32.0,,,,,,,,,,,,,,,,
Browns,502.0,297.0,59.2,5.7,2846.0,13.0,15.0,160.0,31.9,35.0,,,,,,,,,,,,,,,,
Bills,508.0,285.0,56.1,5.3,2707.0,18.0,10.0,153.0,30.1,38.0,,,,,,,,,,,,,,,,
Titans,546.0,332.0,60.8,6.6,3606.0,20.0,21.0,167.0,30.6,38.0,,,,,,,,,,,,,,,,
Jets,455.0,281.0,61.8,6.6,3025.0,14.0,11.0,168.0,36.9,35.0,,,,,,,,,,,,,,,,
Eagles,559.0,337.0,60.3,5.8,3236.0,17.0,13.0,171.0,30.6,38.0,,,,,,,,,,,,,,,,
Broncos,495.0,265.0,53.5,5.7,2828.0,17.0,9.0,141.0,28.5,36.0,,,,,,,,,,,,,,,,
Packers,589.0,326.0,55.4,5.8,3400.0,18.0,21.0,172.0,29.2,34.0,,,,,,,,,,,,,,,,
Falcons,508.0,323.0,63.6,7.5,3800.0,28.0,15.0,187.0,36.8,36.0,,,,,,,,,,,,,,,,
Panthers,522.0,299.0,57.3,5.8,3003.0,19.0,16.0,161.0,30.8,40.0,,,,,,,,,,,,,,,,
Dolphins,529.0,319.0,60.3,6.3,3335.0,12.0,22.0,171.0,32.3,44.0,,,,,,,,,,,,,,,,
Texans,502.0,297.0,59.2,7.4,3712.0,22.0,14.0,179.0,35.7,19.0,,,,,,,,,,,,,,,,
Ravens,531.0,296.0,55.7,5.3,2805.0,19.0,24.0,144.0,27.1,47.0,,,,,,,,,,,,,,,,
Ravens,448.0,,,,,6.0,,,,,1536.0,3.4,78.0,17.4,,,,,,,,,,,,
Broncos,379.0,,,,,11.0,,,,,1605.0,4.2,77.0,20.3,,,,,,,,,,,,
Panthers,434.0,,,,,10.0,,,,,1722.0,4.0,83.0,19.1,,,,,,,,,,,,
Cowboys,413.0,,,,,7.0,,,,,1425.0,3.4,68.0,16.5,,,,,,,,,,,,
Packers,413.0,,,,,10.0,,,,,1701.0,4.1,91.0,22.0,,,,,,,,,,,,
49ers,420.0,,,,,13.0,,,,,1690.0,4.0,99.0,23.6,,,,,,,,,,,,
Vikings,387.0,,,,,22.0,,,,,1879.0,4.9,94.0,24.3,,,,,,,,,,,,
Dolphins,441.0,,,,,11.0,,,,,1452.0,3.3,82.0,18.6,,,,,,,,,,,,
Titans,342.0,,,,,10.0,,,,,1295.0,3.8,79.0,23.1,,,,,,,,,,,,
Bengals,461.0,,,,,18.0,,,,,2218.0,4.8,119.0,25.8,,,,,,,,,,,,
Jaguars,442.0,,,,,12.0,,,,,1406.0,3.2,84.0,19.0,,,,,,,,,,,,
Patriots,401.0,,,,,10.0,,,,,1434.0,3.6,91.0,22.7,,,,,,,,,,,,
Colts,437.0,,,,,19.0,,,,,1980.0,4.5,117.0,26.8,,,,,,,,,,,,
Seahawks,456.0,,,,,9.0,,,,,1759.0,3.9,93.0,20.4,,,,,,,,,,,,
Saints,480.0,,,,,12.0,,,,,2241.0,4.7,109.0,22.7,,,,,,,,,,,,
Chiefs,453.0,,,,,18.0,,,,,2344.0,5.2,120.0,26.5,,,,,,,,,,,,
Steelers,449.0,,,,,14.0,,,,,1741.0,3.9,89.0,19.8,,,,,,,,,,,,
Bears,449.0,,,,,13.0,,,,,1865.0,4.2,104.0,23.2,,,,,,,,,,,,
Falcons,499.0,,,,,21.0,,,,,2308.0,4.6,122.0,24.4,,,,,,,,,,,,
Bills,464.0,,,,,11.0,,,,,1606.0,3.5,92.0,19.8,,,,,,,,,,,,
Raiders,544.0,,,,,21.0,,,,,2510.0,4.6,127.0,23.4,,,,,,,,,,,,
Texans,533.0,,,,,15.0,,,,,2370.0,4.4,130.0,24.4,,,,,,,,,,,,
Buccaneers,451.0,,,,,6.0,,,,,1756.0,3.9,89.0,19.7,,,,,,,,,,,,
Redskins,504.0,,,,,20.0,,,,,2217.0,4.4,122.0,24.2,,,,,,,,,,,,
Eagles,461.0,,,,,13.0,,,,,2071.0,4.5,116.0,25.2,,,,,,,,,,,,
Chargers,518.0,,,,,12.0,,,,,2218.0,4.3,124.0,23.9,,,,,,,,,,,,
Browns,457.0,,,,,14.0,,,,,2113.0,4.6,100.0,21.9,,,,,,,,,,,,
Rams,412.0,,,,,9.0,,,,,1980.0,4.8,92.0,22.3,,,,,,,,,,,,
Jets,542.0,,,,,17.0,,,,,2294.0,4.2,134.0,24.7,,,,,,,,,,,,
Cardinals,475.0,,,,,17.0,,,,,1915.0,4.0,120.0,25.3,,,,,,,,,,,,
Giants,496.0,,,,,12.0,,,,,1908.0,3.8,102.0,20.6,,,,,,,,,,,,
Lions,447.0,,,,,14.0,,,,,1782.0,4.0,105.0,23.5,,,,,,,,,,,,
Falcons,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Ravens,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bills,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Panthers,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bears,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bengals,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Browns,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cowboys,,,,,,,2.0,,,,,,,,0.0,2.0,,,,,,,,,,
Broncos,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Lions,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Packers,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Texans,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Colts,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chiefs,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Rams,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Raiders,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Dolphins,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Vikings,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Patriots,,,,,,,5.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Giants,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jets,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Eagles,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cardinals,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chargers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
49ers,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Seahawks,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Buccaneers,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Redskins,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Cowboys,,,,,,,,,,,68.0,,16.5,,,,227.0,69.0,15.0,7.0,937.0,,,,,
Saints,,,,,,,,,,,109.0,,22.7,,,,208.0,79.0,16.0,9.0,997.0,,,,,
Bears,,,,,,,,,,,104.0,,23.2,,,,213.0,84.0,15.0,6.0,992.0,,,,,
Bengals,,,,,,,,,,,119.0,,25.8,,,,206.0,85.0,14.0,9.0,999.0,,,,,
Lions,,,,,,,,,,,105.0,,23.5,,,,214.0,87.0,13.0,8.0,997.0,,,,,
Patriots,,,,,,,,,,,91.0,,22.7,,,,235.0,81.0,16.0,6.0,1060.0,,,,,
Steelers,,,,,,,,,,,89.0,,19.8,,,,209.0,71.0,16.0,7.0,968.0,,,,,
Ravens,,,,,,,,,,,78.0,,17.4,,,,235.0,69.0,17.0,5.0,1026.0,,,,,
Cardinals,,,,,,,,,,,120.0,,25.3,,,,199.0,92.0,8.0,3.0,993.0,,,,,
Buccaneers,,,,,,,,,,,89.0,,19.7,,,,214.0,68.0,18.0,7.0,962.0,,,,,
Panthers,,,,,,,,,,,83.0,,19.1,,,,225.0,78.0,16.0,5.0,996.0,,,,,
Vikings,,,,,,,,,,,94.0,,24.3,,,,182.0,70.0,14.0,6.0,955.0,,,,,
Giants,,,,,,,,,,,102.0,,20.6,,,,225.0,85.0,11.0,5.0,1060.0,,,,,
Colts,,,,,,,,,,,117.0,,26.8,,,,188.0,72.0,11.0,6.0,913.0,,,,,
Raiders,,,,,,,,,,,127.0,,23.4,,,,215.0,80.0,14.0,8.0,1036.0,,,,,
Jaguars,,,,,,,,,,,84.0,,19.0,,,,218.0,92.0,14.0,7.0,976.0,,,,,
Rams,,,,,,,,,,,92.0,,22.3,,,,209.0,75.0,21.0,9.0,964.0,,,,,
49ers,,,,,,,,,,,99.0,,23.6,,,,209.0,85.0,12.0,7.0,976.0,,,,,
Redskins,,,,,,,,,,,122.0,,24.2,,,,209.0,84.0,11.0,8.0,1014.0,,,,,
Bills,,,,,,,,,,,92.0,,19.8,,,,225.0,86.0,13.0,7.0,1010.0,,,,,
Broncos,,,,,,,,,,,77.0,,20.3,,,,207.0,61.0,25.0,12.0,910.0,,,,,
Titans,,,,,,,,,,,79.0,,23.1,,,,184.0,51.0,18.0,11.0,926.0,,,,,
Packers,,,,,,,,,,,91.0,,22.0,,,,228.0,85.0,17.0,4.0,1036.0,,,,,
Jets,,,,,,,,,,,134.0,,24.7,,,,207.0,84.0,22.0,10.0,1032.0,,,,,
Dolphins,,,,,,,,,,,82.0,,18.6,,,,222.0,81.0,12.0,2.0,1014.0,,,,,
Seahawks,,,,,,,,,,,93.0,,20.4,,,,235.0,99.0,18.0,7.0,1069.0,,,,,
Texans,,,,,,,,,,,130.0,,24.4,,,,222.0,89.0,14.0,10.0,1054.0,,,,,
Browns,,,,,,,,,,,100.0,,21.9,,,,222.0,87.0,13.0,8.0,994.0,,,,,
Chiefs,,,,,,,,,,,120.0,,26.5,,,,213.0,78.0,23.0,10.0,1054.0,,,,,
Chargers,,,,,,,,,,,124.0,,23.9,,,,231.0,97.0,18.0,10.0,1072.0,,,,,
Falcons,,,,,,,,,,,122.0,,24.4,,,,216.0,86.0,14.0,5.0,1043.0,,,,,
Eagles,,,,,,,,,,,116.0,,25.2,,,,221.0,78.0,22.0,8.0,1058.0,,,,,
Rams,,,,,,,,,,,,,,,0.0,,,,,,,25.0,0.0,,,
Colts,,,,,,,,,,,,,,,0.0,,,,,,,24.0,0.0,,,
Falcons,,,,,,,,,,,,,,,0.0,,,,,,,23.0,0.0,,,
Ravens,,,,,,,,,,,,,,,0.0,,,,,,,23.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,0.0,,,,,,,23.0,0.0,,,
Giants,,,,,,,,,,,,,,,0.0,,,,,,,21.0,0.0,,,
Saints,,,,,,,,,,,,,,,0.0,,,,,,,20.0,0.0,,,
Cowboys,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Vikings,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Patriots,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Broncos,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Packers,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Dolphins,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Lions,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Eagles,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Bengals,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Jaguars,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Redskins,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Bills,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Browns,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Chiefs,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
49ers,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Panthers,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Titans,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Cardinals,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Chargers,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Bears,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Raiders,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Seahawks,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Texans,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Jets,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Steelers,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Patriots,,,,,,,29.0,,,,,,,,,,,,,,,,,5.0,358.0,65
Vikings,,,,,,,28.0,,,,,,,,,,,,,,,,,4.0,693.0,80
Chiefs,,,,,,,25.0,,,,,,,,,,,,,,,,,3.0,310.0,79
Ravens,,,,,,,24.0,,,,,,,,,,,,,,,,,4.0,511.0,83
Rams,,,,,,,24.0,,,,,,,,,,,,,,,,,3.0,505.0,74
49ers,,,,,,,23.0,,,,,,,,,,,,,,,,,1.0,389.0,68T
Dolphins,,,,,,,22.0,,,,,,,,,,,,,,,,,2.0,338.0,74T
Packers,,,,,,,21.0,,,,,,,,,,,,,,,,,2.0,315.0,90
