Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Ravens,35.0,39.0,89.7,2_2,9_9,13_12,12_10,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,33.0,38.0,86.8,0_0,8_7,10_10,15_13,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,31.0,35.0,88.6,1_1,15_13,9_8,8_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,29.0,33.0,87.9,2_2,7_6,11_9,10_9,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,29.0,33.0,87.9,1_1,6_6,15_14,10_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,28.0,31.0,90.3,0_0,8_7,10_9,13_12,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,28.0,34.0,82.4,0_0,8_8,10_8,9_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,27.0,34.0,79.4,0_0,15_13,8_7,9_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,27.0,33.0,81.8,0_0,13_11,9_8,8_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,26.0,35.0,74.3,2_2,13_11,6_4,13_9,0_0,0_0,4.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,26.0,34.0,76.5,0_0,13_13,8_7,11_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,25.0,31.0,80.6,0_0,6_6,7_6,15_11,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,25.0,33.0,75.8,2_2,6_5,11_9,13_9,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,25.0,27.0,92.6,1_1,6_6,13_13,6_5,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,25.0,30.0,83.3,1_1,8_8,10_9,9_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,24.0,30.0,80.0,2_2,7_6,12_10,7_4,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,24.0,27.0,88.9,2_2,7_7,8_7,7_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,23.0,34.0,67.6,2_2,6_6,8_6,14_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,23.0,29.0,79.3,1_1,6_6,5_4,15_12,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,23.0,34.0,67.6,1_1,9_8,8_6,13_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,22.0,23.0,95.6,1_1,5_5,9_9,7_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,21.0,27.0,77.8,1_1,5_5,9_7,10_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,21.0,26.0,80.8,1_1,7_6,4_2,10_9,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,20.0,30.0,66.7,0_0,11_11,10_5,7_3,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,19.0,25.0,76.0,0_0,9_9,9_6,7_4,0_0,0_0,3.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,18.0,25.0,72.0,1_1,3_3,7_5,10_7,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,17.0,24.0,70.8,1_1,6_6,11_7,6_3,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,16.0,23.0,69.6,1_1,2_2,11_9,5_2,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,15.0,22.0,68.2,0_0,7_6,8_6,6_3,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,14.0,17.0,82.4,3_3,4_4,5_5,5_2,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,12.0,21.0,57.1,0_0,5_5,9_5,7_2,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,35.0,205.0,89.7,,,,,,,0.0,30.0,100.0,0.0,2.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,33.0,205.0,86.8,,,,,,,0.0,32.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,31.0,205.0,88.6,,,,,,,0.0,29.0,100.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,29.0,205.0,87.9,,,,,,,0.0,38.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,29.0,205.0,87.9,,,,,,,0.0,34.0,94.4,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,28.0,205.0,90.3,,,,,,,0.0,33.0,97.1,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,28.0,205.0,82.4,,,,,,,0.0,42.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,27.0,205.0,79.4,,,,,,,0.0,37.0,97.4,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,27.0,205.0,81.8,,,,,,,0.0,25.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,26.0,205.0,74.3,,,,,,,0.0,31.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,26.0,205.0,76.5,,,,,,,0.0,53.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,25.0,205.0,80.6,,,,,,,0.0,23.0,100.0,3.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,25.0,205.0,75.8,,,,,,,0.0,27.0,100.0,0.0,2.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,25.0,205.0,92.6,,,,,,,0.0,46.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,25.0,205.0,83.3,,,,,,,0.0,32.0,97.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,24.0,205.0,80.0,,,,,,,0.0,29.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,24.0,205.0,88.9,,,,,,,0.0,58.0,100.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,23.0,205.0,67.6,,,,,,,0.0,56.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,23.0,205.0,79.3,,,,,,,0.0,37.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,23.0,205.0,67.6,,,,,,,0.0,32.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,22.0,205.0,95.6,,,,,,,0.0,45.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,21.0,205.0,77.8,,,,,,,0.0,21.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,21.0,205.0,80.8,,,,,,,0.0,33.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,20.0,205.0,66.7,,,,,,,0.0,27.0,93.1,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,19.0,205.0,76.0,,,,,,,0.0,37.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,18.0,205.0,72.0,,,,,,,0.0,27.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,17.0,205.0,70.8,,,,,,,0.0,40.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,16.0,205.0,69.6,,,,,,,0.0,18.0,94.7,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,15.0,205.0,68.2,,,,,,,0.0,43.0,95.6,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,14.0,205.0,82.4,,,,,,,0.0,17.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,12.0,205.0,57.1,,,,,,,0.0,21.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,106.0,6635.0,16.0,87.0,23.4,0.0,0.0,3.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,99.0,6319.0,8.0,90.0,21.5,1.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,96.0,6189.0,15.0,80.0,21.1,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,89.0,5729.0,14.0,73.0,23.8,2.0,1.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,87.0,5633.0,11.0,74.0,22.8,2.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,84.0,4922.0,5.0,73.0,20.9,4.0,0.0,3.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,83.0,5088.0,5.0,76.0,21.6,2.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5077.0,7.0,73.0,21.3,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5221.0,11.0,69.0,22.0,1.0,0.0,2.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,81.0,5071.0,13.0,63.0,21.6,3.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,4874.0,4.0,72.0,21.1,4.0,2.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,79.0,4696.0,8.0,64.0,17.5,2.0,0.0,5.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,78.0,4764.0,1.0,76.0,20.9,0.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,78.0,4883.0,6.0,70.0,24.0,2.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,77.0,4644.0,7.0,68.0,18.5,3.0,1.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,77.0,4909.0,3.0,71.0,24.6,2.0,1.0,1.0,2.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,77.0,4431.0,4.0,69.0,21.7,2.0,1.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,75.0,4036.0,1.0,70.0,21.8,2.0,0.0,2.0,2.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,73.0,4737.0,10.0,59.0,22.5,4.0,1.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,73.0,4335.0,4.0,67.0,22.5,2.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,73.0,4680.0,9.0,62.0,23.0,0.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,71.0,4347.0,4.0,64.0,19.3,2.0,1.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,70.0,4369.0,10.0,56.0,21.5,4.0,2.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,69.0,4352.0,7.0,62.0,21.8,0.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,66.0,4126.0,4.0,60.0,25.5,2.0,1.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,65.0,4000.0,2.0,61.0,24.1,0.0,0.0,2.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,64.0,4171.0,12.0,50.0,24.6,2.0,1.0,0.0,3.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,58.0,3472.0,4.0,51.0,21.7,2.0,1.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,55.0,2923.0,2.0,46.0,18.0,6.0,2.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,49.0,2966.0,6.0,42.0,24.1,1.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,48.0,2867.0,4.0,42.0,21.4,2.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,25.0,637.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,23.0,352.0,55.3,6.3,4023.0,29.0,67.5,192.0,30.1,50.0,8.0,20.0,99.0,8.7,17.0,2.0
