Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Patriots,26.0,31.0,83.9,0_0,7_7,13_12,8_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,25.0,29.0,86.2,0_0,10_10,7_7,7_6,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,25.0,28.0,89.3,0_0,9_9,8_7,9_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,24.0,28.0,85.7,0_0,9_9,6_6,10_7,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,24.0,26.0,92.3,0_0,9_9,11_10,6_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,23.0,28.0,82.1,0_0,11_10,10_8,3_3,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,23.0,25.0,92.0,1_1,11_11,6_6,6_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,22.0,27.0,81.5,0_0,7_7,10_9,6_5,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,22.0,28.0,78.6,1_1,9_9,14_10,3_2,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,22.0,25.0,88.0,0_0,11_10,6_5,7_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,21.0,30.0,70.0,0_0,6_6,14_9,8_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,21.0,28.0,75.0,0_0,5_5,9_8,10_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Texans,21.0,32.0,65.6,0_0,13_11,9_6,6_2,0_0,0_0,3.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,20.0,31.0,64.5,1_1,7_6,8_6,13_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,19.0,29.0,65.5,0_0,6_6,12_8,7_3,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,19.0,24.0,79.2,0_0,5_5,5_4,7_4,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Niners,19.0,24.0,79.2,0_0,5_4,10_9,6_4,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,18.0,28.0,64.3,0_0,8_7,4_4,7_3,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,18.0,19.0,94.7,1_1,4_4,6_6,8_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,16.0,20.0,80.0,1_1,5_5,8_6,4_4,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,16.0,26.0,61.5,0_0,3_3,8_5,11_5,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,32.0,205.0,86.5,,,,,,,0.0,43.0,95.6,0.0,2.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,32.0,205.0,91.4,,,,,,,0.0,50.0,98.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,30.0,205.0,85.7,,,,,,,0.0,32.0,100.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,30.0,205.0,83.3,,,,,,,0.0,32.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,28.0,205.0,84.8,,,,,,,0.0,24.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,27.0,205.0,75.0,,,,,,,0.0,48.0,98.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,27.0,205.0,84.4,,,,,,,0.0,37.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,27.0,205.0,84.4,,,,,,,0.0,45.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,27.0,205.0,87.1,,,,,,,0.0,41.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,26.0,205.0,89.7,,,,,,,0.0,17.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,26.0,205.0,92.9,,,,,,,0.0,54.0,98.2,2.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,26.0,205.0,83.9,,,,,,,0.0,47.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,25.0,205.0,86.2,,,,,,,0.0,29.0,100.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,25.0,205.0,89.3,,,,,,,0.0,37.0,97.4,2.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,24.0,205.0,85.7,,,,,,,0.0,33.0,100.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,24.0,205.0,92.3,,,,,,,0.0,28.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,23.0,205.0,82.1,,,,,,,0.0,28.0,96.6,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,23.0,205.0,92.0,,,,,,,0.0,22.0,95.6,3.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,22.0,205.0,81.5,,,,,,,0.0,31.0,96.9,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,22.0,205.0,78.6,,,,,,,0.0,60.0,95.2,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,22.0,205.0,88.0,,,,,,,0.0,26.0,92.9,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,21.0,205.0,70.0,,,,,,,0.0,46.0,97.9,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,21.0,205.0,75.0,,,,,,,0.0,25.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Texans,21.0,205.0,65.6,,,,,,,0.0,43.0,97.7,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,20.0,205.0,64.5,,,,,,,0.0,41.0,100.0,0.0,2.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,19.0,205.0,65.5,,,,,,,0.0,42.0,97.7,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,19.0,205.0,79.2,,,,,,,0.0,16.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Niners,19.0,205.0,79.2,,,,,,,0.0,39.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,18.0,205.0,64.3,,,,,,,0.0,30.0,96.8,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,18.0,205.0,94.7,,,,,,,0.0,45.0,97.8,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,16.0,205.0,80.0,,,,,,,0.0,50.0,98.0,1.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,16.0,205.0,61.5,,,,,,,0.0,24.0,100.0,1.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,104.0,7025.0,28.0,74.0,24.5,0.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,98.0,6242.0,5.0,91.0,22.6,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,97.0,6090.0,12.0,80.0,22.8,3.0,1.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,97.0,6153.0,9.0,87.0,21.9,1.0,1.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,94.0,6113.0,11.0,81.0,23.5,2.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,91.0,6174.0,21.0,70.0,24.4,0.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,86.0,5345.0,6.0,77.0,21.0,2.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,84.0,5398.0,4.0,77.0,20.3,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,83.0,5807.0,22.0,60.0,25.3,0.0,0.0,1.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Texans,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5432.0,10.0,71.0,22.5,1.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5052.0,7.0,71.0,21.9,4.0,1.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,82.0,5431.0,10.0,70.0,24.1,0.0,0.0,1.0,2.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,81.0,5199.0,7.0,71.0,24.1,2.0,1.0,1.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,81.0,4845.0,3.0,74.0,24.3,1.0,0.0,0.0,4.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,79.0,5206.0,29.0,47.0,20.6,3.0,0.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,78.0,5332.0,28.0,49.0,22.8,1.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,78.0,4891.0,14.0,61.0,20.5,0.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,76.0,5080.0,28.0,46.0,20.5,2.0,1.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,73.0,4797.0,8.0,64.0,24.2,0.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,73.0,4518.0,7.0,60.0,24.1,6.0,1.0,1.0,2.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Niners,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,73.0,4822.0,6.0,65.0,21.8,1.0,0.0,1.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,72.0,4803.0,21.0,51.0,24.8,1.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,69.0,4395.0,6.0,59.0,21.5,1.0,0.0,1.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,69.0,4367.0,8.0,58.0,22.2,0.0,0.0,3.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,69.0,4685.0,22.0,46.0,23.0,1.0,1.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,69.0,4227.0,8.0,56.0,19.7,3.0,0.0,2.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,65.0,3994.0,6.0,52.0,18.9,2.0,1.0,3.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,65.0,4290.0,17.0,47.0,22.7,1.0,0.0,1.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,64.0,4024.0,4.0,58.0,23.3,2.0,0.0,1.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,59.0,3894.0,17.0,42.0,25.7,0.0,0.0,0.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,58.0,3575.0,9.0,46.0,19.1,3.0,2.0,0.0,0.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,53.0,3471.0,8.0,43.0,24.0,2.0,0.0,1.0,1.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,25.0,609.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,20.0,372.0,61.1,6.2,3771.0,19.0,76.7,184.0,30.2,39.0,6.0,41.0,268.0,8.7,17.0,2.0
Colts,25.0,601.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,34.0,402.0,66.9,7.7,4605.0,19.0,95.4,241.0,40.1,62.0,8.0,13.0,90.0,8.7,17.0,2.0
Cardinals,25.0,594.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,27.0,392.0,66.0,7.1,4200.0,18.0,89.1,215.0,36.2,49.0,3.0,26.0,184.0,8.7,17.0,2.0
Texans,25.0,593.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,29.0,399.0,67.3,8.1,4803.0,17.0,96.3,231.0,39.0,63.0,15.0,25.0,149.0,8.7,17.0,2.0
Patriots,25.0,592.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,28.0,390.0,65.9,7.7,4540.0,13.0,95.6,222.0,37.5,43.0,12.0,18.0,104.0,8.7,17.0,2.0
Lions,25.0,585.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,16.0,316.0,54.0,5.9,3471.0,32.0,58.1,168.0,28.7,39.0,6.0,43.0,303.0,8.7,17.0,2.0
Falcons,25.0,570.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,26.0,332.0,58.2,6.5,3697.0,17.0,80.4,192.0,33.7,39.0,5.0,27.0,126.0,8.7,17.0,2.0
Bears,25.0,563.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,27.0,340.0,60.4,6.5,3677.0,27.0,75.6,170.0,30.2,56.0,6.0,35.0,204.0,8.7,17.0,2.0
Broncos,25.0,558.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,21.0,341.0,61.1,6.8,3825.0,13.0,84.4,186.0,33.3,43.0,9.0,34.0,198.0,8.7,17.0,2.0
Packers,25.0,553.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,30.0,357.0,64.6,8.1,4492.0,8.0,101.8,201.0,36.4,55.0,17.0,51.0,312.0,8.7,17.0,2.0
