Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,8.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,8.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,28.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,5.0,544.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,24.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,279.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,23.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,289.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,22.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,262.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,21.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,3.0,243.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,20.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,280.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,20.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,272.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,19.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,248.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,19.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,4.0,428.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,18.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,256.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,18.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,3.0,234.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,18.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,206.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,244.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,282.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,164.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,17.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,305.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,56.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,350.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,16.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,140.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,157.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,15.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,124.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,14.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,115.0
49ers,493.0,333.0,61.5,6.5,3583.0,18.0,14.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,178.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,13.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,203.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,12.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,257.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,12.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,160.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,12.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,124.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,78.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,106.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,3.0,226.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,8.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,2.0,116.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,6.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,25.0
Saints,524.0,327.0,62.4,7.5,3924.0,32.0,13.0,196.0,37.4,32.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,570.0,361.0,63.3,6.5,3716.0,26.0,18.0,185.0,32.5,36.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,568.0,333.0,58.6,6.2,3505.0,15.0,20.0,183.0,32.2,45.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,602.0,422.0,70.1,6.9,4131.0,32.0,17.0,221.0,36.7,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,526.0,314.0,59.7,5.8,3041.0,23.0,19.0,172.0,32.7,47.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,534.0,295.0,55.2,6.3,3366.0,23.0,19.0,176.0,33.0,36.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,539.0,312.0,57.9,6.4,3449.0,16.0,11.0,177.0,32.8,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,540.0,353.0,65.4,6.8,3687.0,29.0,19.0,200.0,37.0,22.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,523.0,318.0,60.8,6.9,3613.0,25.0,18.0,190.0,36.3,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,541.0,343.0,63.4,6.8,3708.0,19.0,16.0,185.0,34.2,41.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,462.0,276.0,59.7,6.5,3022.0,17.0,14.0,156.0,33.8,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,409.0,242.0,59.2,7.4,3019.0,28.0,14.0,165.0,40.3,30.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,490.0,293.0,59.8,7.3,3557.0,27.0,17.0,162.0,33.1,32.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,536.0,336.0,62.7,6.8,3655.0,27.0,16.0,190.0,35.4,25.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,498.0,325.0,65.3,5.6,2764.0,16.0,22.0,162.0,32.5,28.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,578.0,340.0,58.8,6.4,3681.0,29.0,17.0,211.0,36.5,28.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,523.0,306.0,58.5,6.3,3317.0,24.0,15.0,185.0,35.4,53.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,581.0,342.0,58.9,5.9,3409.0,19.0,19.0,195.0,33.6,46.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,546.0,361.0,66.1,6.7,3682.0,25.0,11.0,197.0,36.1,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,602.0,351.0,58.3,5.7,3424.0,20.0,14.0,174.0,28.9,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,458.0,279.0,60.9,6.8,3094.0,25.0,14.0,168.0,36.7,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Niners,543.0,345.0,63.5,6.7,3643.0,24.0,12.0,187.0,34.4,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,470.0,289.0,61.5,6.7,3154.0,18.0,15.0,174.0,37.0,29.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,537.0,337.0,62.8,6.4,3426.0,22.0,14.0,174.0,32.4,23.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,490.0,297.0,60.6,5.6,2728.0,18.0,16.0,158.0,32.2,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,555.0,338.0,60.9,6.2,3412.0,20.0,30.0,185.0,33.3,42.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,543.0,319.0,58.8,6.3,3416.0,20.0,20.0,181.0,33.3,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,569.0,349.0,61.3,5.6,3187.0,21.0,22.0,165.0,29.0,40.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,439.0,261.0,59.4,7.1,3132.0,17.0,18.0,156.0,35.5,27.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,567.0,354.0,62.4,6.7,3814.0,19.0,18.0,203.0,35.8,26.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,536.0,292.0,54.5,5.3,2824.0,22.0,11.0,158.0,29.5,36.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,646.0,415.0,64.2,6.5,4225.0,22.0,15.0,222.0,34.4,38.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,369.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1478.0,4.0,80.0,21.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,390.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1605.0,4.1,92.0,23.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,361.0,333.0,61.5,6.5,3583.0,6.0,11.0,185.0,34.0,37.0,1438.0,4.0,74.0,20.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,486.0,333.0,61.5,6.5,3583.0,24.0,11.0,185.0,34.0,37.0,2334.0,4.8,121.0,24.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,391.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1460.0,3.7,89.0,22.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,379.0,333.0,61.5,6.5,3583.0,7.0,11.0,185.0,34.0,37.0,1185.0,3.1,67.0,17.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,416.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1712.0,4.1,89.0,21.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,408.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1563.0,3.8,83.0,20.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,472.0,333.0,61.5,6.5,3583.0,13.0,11.0,185.0,34.0,37.0,1771.0,3.8,100.0,21.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,360.0,333.0,61.5,6.5,3583.0,7.0,11.0,185.0,34.0,37.0,1572.0,4.4,91.0,25.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,454.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1726.0,3.8,93.0,20.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,454.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1993.0,4.4,104.0,22.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,446.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1268.0,2.8,69.0,15.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,454.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1711.0,3.8,111.0,24.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,517.0,333.0,61.5,6.5,3583.0,14.0,11.0,185.0,34.0,37.0,2156.0,4.2,128.0,24.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,460.0,333.0,61.5,6.5,3583.0,8.0,11.0,185.0,34.0,37.0,2072.0,4.5,100.0,21.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,422.0,333.0,61.5,6.5,3583.0,16.0,11.0,185.0,34.0,37.0,1644.0,3.9,78.0,18.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,501.0,333.0,61.5,6.5,3583.0,14.0,11.0,185.0,34.0,37.0,2282.0,4.6,119.0,23.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,454.0,333.0,61.5,6.5,3583.0,17.0,11.0,185.0,34.0,37.0,1967.0,4.3,100.0,22.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,403.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1533.0,3.8,80.0,19.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,381.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1513.0,4.0,86.0,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,417.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1825.0,4.4,107.0,25.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,449.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1893.0,4.2,98.0,21.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,445.0,333.0,61.5,6.5,3583.0,16.0,11.0,185.0,34.0,37.0,1844.0,4.1,105.0,23.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,407.0,333.0,61.5,6.5,3583.0,13.0,11.0,185.0,34.0,37.0,1567.0,3.8,90.0,22.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,408.0,333.0,61.5,6.5,3583.0,7.0,11.0,185.0,34.0,37.0,1646.0,4.0,80.0,19.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,544.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,2456.0,4.5,129.0,23.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,424.0,333.0,61.5,6.5,3583.0,6.0,11.0,185.0,34.0,37.0,1647.0,3.9,77.0,18.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,481.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,2033.0,4.2,105.0,21.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,481.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,2089.0,4.3,104.0,21.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Niners,504.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1896.0,3.8,94.0,18.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,448.0,333.0,61.5,6.5,3583.0,19.0,11.0,185.0,34.0,37.0,1911.0,4.3,116.0,25.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,2.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,6.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,6.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Niners,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
