Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,181.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,9.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,103.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,9.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,120.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,9.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,87.0
Niners,493.0,333.0,61.5,6.5,3583.0,18.0,9.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,125.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,8.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,0.0,103.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,8.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,62.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,6.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,51.0
Ravens,578.0,369.0,63.8,6.4,3724.0,28.0,18.0,190.0,32.9,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,582.0,378.0,65.0,7.5,4380.0,27.0,9.0,230.0,39.5,30.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,547.0,344.0,62.9,6.2,3365.0,21.0,14.0,175.0,32.0,48.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,551.0,345.0,62.6,6.2,3444.0,20.0,7.0,174.0,31.6,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,571.0,370.0,64.8,7.5,4308.0,32.0,17.0,227.0,39.8,40.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,553.0,333.0,60.2,6.9,3832.0,25.0,16.0,177.0,32.0,34.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,589.0,387.0,65.7,7.0,4130.0,22.0,13.0,225.0,38.2,38.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,630.0,369.0,58.6,6.4,4018.0,15.0,17.0,191.0,30.3,35.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,541.0,328.0,60.6,7.6,4120.0,27.0,16.0,188.0,34.8,25.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,590.0,381.0,64.6,6.6,3882.0,20.0,13.0,184.0,31.2,38.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,549.0,399.0,72.7,7.2,3975.0,33.0,10.0,206.0,37.5,26.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,548.0,332.0,60.6,6.1,3327.0,22.0,14.0,186.0,33.9,41.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,582.0,378.0,65.0,7.2,4200.0,27.0,8.0,225.0,38.7,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,522.0,319.0,61.1,6.2,3226.0,20.0,11.0,157.0,30.1,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,580.0,364.0,62.8,6.9,3987.0,21.0,18.0,204.0,35.2,35.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,548.0,347.0,63.3,7.3,4012.0,24.0,17.0,203.0,37.0,38.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,552.0,306.0,55.4,5.4,2972.0,13.0,14.0,169.0,30.6,42.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,543.0,347.0,63.9,7.4,3996.0,36.0,10.0,220.0,40.5,26.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,537.0,331.0,61.6,6.7,3612.0,16.0,11.0,180.0,33.5,42.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,612.0,409.0,66.8,7.0,4291.0,27.0,17.0,223.0,36.4,47.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,593.0,374.0,63.1,6.4,3800.0,22.0,17.0,196.0,33.0,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,530.0,342.0,64.5,6.8,3598.0,22.0,8.0,188.0,35.5,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,596.0,368.0,61.7,6.4,3806.0,21.0,13.0,190.0,31.9,34.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,545.0,347.0,63.7,7.2,3898.0,30.0,8.0,203.0,37.2,27.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,598.0,350.0,58.5,6.6,3958.0,23.0,18.0,209.0,35.0,28.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,655.0,422.0,64.4,6.5,4267.0,31.0,12.0,232.0,35.4,34.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,582.0,378.0,65.0,6.4,3732.0,32.0,10.0,194.0,33.3,31.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,635.0,388.0,61.1,6.8,4307.0,25.0,12.0,227.0,35.8,40.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
49ers,521.0,322.0,61.8,7.4,3848.0,30.0,10.0,187.0,35.9,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,633.0,425.0,67.1,6.6,4167.0,25.0,9.0,226.0,35.7,36.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,591.0,368.0,62.3,6.6,3875.0,30.0,16.0,199.0,33.7,33.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,511.0,306.0,59.9,7.0,3582.0,19.0,12.0,183.0,35.8,39.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,340.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1336.0,3.9,79.0,23.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,468.0,333.0,61.5,6.5,3583.0,21.0,11.0,185.0,34.0,37.0,2130.0,4.6,122.0,26.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,368.0,333.0,61.5,6.5,3583.0,6.0,11.0,185.0,34.0,37.0,1417.0,3.8,81.0,22.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,356.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1413.0,4.0,70.0,19.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
49ers,548.0,333.0,61.5,6.5,3583.0,25.0,11.0,185.0,34.0,37.0,2654.0,4.8,140.0,25.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,397.0,333.0,61.5,6.5,3583.0,13.0,11.0,185.0,34.0,37.0,1595.0,4.0,87.0,21.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,376.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1465.0,3.9,90.0,23.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,427.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1875.0,4.4,102.0,23.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,412.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1812.0,4.4,95.0,23.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,391.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1652.0,4.2,89.0,22.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,421.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,1881.0,4.5,94.0,22.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,370.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1672.0,4.5,95.0,25.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,428.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1581.0,3.7,86.0,20.1,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,437.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1938.0,4.4,102.0,23.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,482.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,2085.0,4.3,101.0,21.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,409.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1926.0,4.7,93.0,22.7,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,369.0,333.0,61.5,6.5,3583.0,15.0,11.0,185.0,34.0,37.0,1600.0,4.3,95.0,25.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,464.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,2247.0,4.8,109.0,23.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,396.0,333.0,61.5,6.5,3583.0,19.0,11.0,185.0,34.0,37.0,1626.0,4.1,91.0,23.0,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,441.0,333.0,61.5,6.5,3583.0,16.0,11.0,185.0,34.0,37.0,1487.0,3.4,94.0,21.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,424.0,333.0,61.5,6.5,3583.0,16.0,11.0,185.0,34.0,37.0,1518.0,3.6,90.0,21.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,397.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1417.0,3.6,82.0,20.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,410.0,333.0,61.5,6.5,3583.0,20.0,11.0,185.0,34.0,37.0,1567.0,3.8,98.0,23.9,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,446.0,333.0,61.5,6.5,3583.0,17.0,11.0,185.0,34.0,37.0,1703.0,3.8,93.0,20.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,445.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,1950.0,4.4,99.0,22.2,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,404.0,333.0,61.5,6.5,3583.0,9.0,11.0,185.0,34.0,37.0,1711.0,4.2,87.0,21.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,423.0,333.0,61.5,6.5,3583.0,19.0,11.0,185.0,34.0,37.0,1916.0,4.5,109.0,25.8,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,424.0,333.0,61.5,6.5,3583.0,12.0,11.0,185.0,34.0,37.0,1660.0,3.9,91.0,21.5,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,376.0,333.0,61.5,6.5,3583.0,11.0,11.0,185.0,34.0,37.0,1515.0,4.0,80.0,21.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,384.0,333.0,61.5,6.5,3583.0,10.0,11.0,185.0,34.0,37.0,1430.0,3.7,74.0,19.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,498.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,2283.0,4.6,121.0,24.3,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,389.0,333.0,61.5,6.5,3583.0,8.0,11.0,185.0,34.0,37.0,1701.0,4.4,99.0,25.4,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Falcons,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,2.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,2.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,2.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,2.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,2.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chargers,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,2.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bears,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,4.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,2.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,2.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,1.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Cowboys,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Lions,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Dolphins,493.0,333.0,61.5,6.5,3583.0,18.0,1.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,2.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,1.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,3.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
49ers,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,4.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Redskins,493.0,333.0,61.5,6.5,3583.0,18.0,0.0,185.0,34.0,37.0,560.5,4.2,41.7,22.6,0.0,0.0,212.0,82.0,16.0,8.0,1015.0,15.0,0.0,1.0,196.0
Ravens,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,74.0,4.2,19.3,22.6,0.0,0.0,214.0,75.0,16.0,11.0,993.0,15.0,0.0,1.0,196.0
Texans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,87.0,4.2,21.9,22.6,0.0,0.0,213.0,82.0,13.0,3.0,950.0,15.0,0.0,1.0,196.0
Patriots,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,81.0,4.2,22.0,22.6,0.0,0.0,206.0,76.0,18.0,7.0,998.0,15.0,0.0,1.0,196.0
Eagles,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,89.0,4.2,22.8,22.6,0.0,0.0,205.0,82.0,18.0,8.0,978.0,15.0,0.0,1.0,196.0
Panthers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,90.0,4.2,23.9,22.6,0.0,0.0,211.0,80.0,13.0,9.0,1035.0,15.0,0.0,1.0,196.0
49ers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,140.0,4.2,25.6,22.6,0.0,0.0,226.0,102.0,7.0,4.0,1102.0,15.0,0.0,1.0,196.0
Jaguars,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,93.0,4.2,20.8,22.6,0.0,0.0,224.0,83.0,13.0,6.0,1030.0,15.0,0.0,1.0,196.0
Saints,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,91.0,4.2,23.0,22.6,0.0,0.0,194.0,84.0,10.0,4.0,1008.0,15.0,0.0,1.0,196.0
Broncos,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,101.0,4.2,21.0,22.6,0.0,0.0,236.0,86.0,16.0,6.0,1076.0,15.0,0.0,1.0,196.0
Giants,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,82.0,4.2,20.6,22.6,0.0,0.0,238.0,84.0,14.0,7.0,1062.0,15.0,0.0,1.0,196.0
Raiders,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,94.0,4.2,22.3,22.6,0.0,0.0,198.0,78.0,15.0,4.0,987.0,15.0,0.0,1.0,196.0
Titans,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,70.0,4.2,19.7,22.6,0.0,0.0,210.0,77.0,22.0,12.0,1031.0,15.0,0.0,1.0,196.0
Cardinals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,90.0,4.2,21.2,22.6,0.0,0.0,219.0,85.0,15.0,7.0,1019.0,15.0,0.0,1.0,196.0
Buccaneers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,102.0,4.2,23.9,22.6,0.0,0.0,195.0,67.0,10.0,8.0,1013.0,15.0,0.0,1.0,196.0
Chiefs,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,102.0,4.2,23.3,22.6,0.0,0.0,222.0,96.0,20.0,10.0,1063.0,15.0,0.0,1.0,196.0
Rams,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,91.0,4.2,21.5,22.6,0.0,0.0,220.0,82.0,14.0,12.0,1037.0,15.0,0.0,1.0,196.0
Vikings,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,87.0,4.2,21.5,22.6,0.0,0.0,206.0,80.0,14.0,3.0,993.0,15.0,0.0,1.0,196.0
Browns,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,121.0,4.2,24.3,22.6,0.0,0.0,206.0,93.0,12.0,9.0,1067.0,15.0,0.0,1.0,196.0
Bills,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,122.0,4.2,26.1,22.6,0.0,0.0,205.0,82.0,14.0,4.0,1017.0,15.0,0.0,1.0,196.0
Bengals,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,95.0,4.2,23.1,22.6,0.0,0.0,217.0,86.0,19.0,9.0,1038.0,15.0,0.0,1.0,196.0
Packers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,80.0,4.2,21.3,22.6,0.0,0.0,199.0,82.0,18.0,12.0,987.0,15.0,0.0,1.0,196.0
Jets,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,86.0,4.2,20.1,22.6,0.0,0.0,210.0,84.0,10.0,2.0,1000.0,15.0,0.0,1.0,196.0
Seahawks,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,94.0,4.2,21.3,22.6,0.0,0.0,212.0,82.0,20.0,6.0,1020.0,15.0,0.0,1.0,196.0
Colts,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,93.0,4.2,22.7,22.6,0.0,0.0,193.0,80.0,8.0,3.0,1024.0,15.0,0.0,1.0,196.0
Steelers,493.0,333.0,61.5,6.5,3583.0,18.0,11.0,185.0,34.0,37.0,95.0,4.2,25.8,22.6,0.0,0.0,214.0,88.0,21.0,11.0,997.0,15.0,0.0,1.0,196.0
