Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,37.0,3792.5,11.4,81.8,55.2,4.0,26.0,66.0,2.0,213.0,82.5,15.0,7.0,1017.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,28.0,3792.5,11.4,81.8,55.2,4.0,23.0,57.0,1.0,213.0,82.5,15.0,7.0,1017.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,28.0,3792.5,11.4,81.8,55.2,4.0,21.0,56.0,1.0,213.0,82.5,15.0,7.0,1017.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,12.0,3792.5,11.4,81.8,55.2,4.0,19.0,33.0,1.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,22.0,3792.5,11.4,81.8,55.2,4.0,18.0,40.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,18.0,3792.5,11.4,81.8,55.2,4.0,18.0,42.0,1.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,15.0,3792.5,11.4,81.8,55.2,4.0,16.0,32.0,0.0,213.0,82.5,15.0,7.0,1017.0
Giants,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,22.0,3792.5,11.4,81.8,55.2,4.0,16.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,14.0,3792.5,11.4,81.8,55.2,4.0,15.0,31.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,14.0,3792.5,11.4,81.8,55.2,4.0,15.0,33.0,3.0,213.0,82.5,15.0,7.0,1017.0
49ers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,32.0,3792.5,11.4,81.8,55.2,4.0,15.0,49.0,1.0,213.0,82.5,15.0,7.0,1017.0
Titans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,18.0,3792.5,11.4,81.8,55.2,4.0,14.0,37.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,33.0,3792.5,11.4,81.8,55.2,4.0,14.0,49.0,1.0,213.0,82.5,15.0,7.0,1017.0
Vikings,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,33.0,3792.5,11.4,81.8,55.2,4.0,14.0,47.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,22.0,3792.5,11.4,81.8,55.2,4.0,14.0,40.0,1.0,213.0,82.5,15.0,7.0,1017.0
Commanders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,18.0,3792.5,11.4,81.8,55.2,4.0,14.0,32.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,6.0,3792.5,11.4,81.8,55.2,4.0,13.0,21.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,21.0,3792.5,11.4,81.8,55.2,4.0,13.0,36.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,21.0,3792.5,11.4,81.8,55.2,4.0,13.0,38.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,29.0,3792.5,11.4,81.8,55.2,4.0,12.0,44.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,20.0,3792.5,11.4,81.8,55.2,4.0,11.0,34.0,1.0,213.0,82.5,15.0,7.0,1017.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,23.0,3792.5,11.4,81.8,55.2,4.0,11.0,36.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,21.0,3792.5,11.4,81.8,55.2,4.0,10.0,35.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,20.0,3792.5,11.4,81.8,55.2,4.0,9.0,32.0,1.0,213.0,82.5,15.0,7.0,1017.0
Patriots,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,18.0,3792.5,11.4,81.8,55.2,4.0,9.0,28.0,1.0,213.0,82.5,15.0,7.0,1017.0
Panthers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,19.0,3792.5,11.4,81.8,55.2,4.0,7.0,31.0,1.0,213.0,82.5,15.0,7.0,1017.0
Browns,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,9.0,3792.5,11.4,81.8,55.2,4.0,7.0,17.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,19.0,3792.5,11.4,81.8,55.2,4.0,7.0,31.0,0.0,213.0,82.5,15.0,7.0,1017.0
Falcons,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,14.0,3792.5,11.4,81.8,55.2,4.0,6.0,25.0,1.0,213.0,82.5,15.0,7.0,1017.0
Bears,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,12.0,3792.5,11.4,81.8,55.2,4.0,6.0,22.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,16.0,3792.5,11.4,81.8,55.2,4.0,6.0,23.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,23.4,22.3,7.0,174.0,3792.5,11.4,55.8,55.2,4.0,13.0,39.0,0.0,247.0,92.0,12.0,9.0,1080.0
Ravens,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,116.0,4.2,22.7,22.3,7.0,156.0,3792.5,11.4,54.4,55.2,4.0,13.0,39.0,0.0,236.0,95.0,6.0,1.0,1058.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,109.0,4.2,22.7,22.3,7.0,193.0,3792.5,11.4,58.0,55.2,4.0,13.0,39.0,0.0,235.0,100.0,14.0,5.0,1080.0
Patriots,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,80.0,4.2,18.9,22.3,7.0,172.0,3792.5,11.4,52.4,55.2,4.0,13.0,39.0,0.0,234.0,82.0,26.0,13.0,1037.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,84.0,4.2,20.1,22.3,7.0,192.0,3792.5,11.4,54.6,55.2,4.0,13.0,39.0,0.0,233.0,89.0,17.0,11.0,1075.0
Giants,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,100.0,4.2,19.7,22.3,7.0,195.0,3792.5,11.4,62.7,55.2,4.0,13.0,39.0,0.0,229.0,92.0,15.0,7.0,1064.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,124.0,4.2,23.5,22.3,7.0,128.0,3792.5,11.4,59.0,55.2,4.0,13.0,39.0,0.0,229.0,86.0,10.0,5.0,1009.0
Titans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,107.0,4.2,19.6,22.3,7.0,167.0,3792.5,11.4,58.4,55.2,4.0,13.0,39.0,0.0,228.0,97.0,11.0,4.0,1036.0
Bengals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,119.0,4.2,24.0,22.3,7.0,109.0,3792.5,11.4,52.7,55.2,4.0,13.0,39.0,0.0,227.0,77.0,25.0,10.0,1001.0
Saints,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,117.0,4.2,23.2,22.3,7.0,169.0,3792.5,11.4,56.7,55.2,4.0,13.0,39.0,0.0,227.0,97.0,17.0,10.0,1041.0
Lions,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,101.0,4.2,22.5,22.3,7.0,143.0,3792.5,11.4,51.6,55.2,4.0,13.0,39.0,0.0,224.0,72.0,13.0,6.0,951.0
Eagles,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,88.0,4.2,22.2,22.3,7.0,182.0,3792.5,11.4,55.0,55.2,4.0,13.0,39.0,0.0,224.0,90.0,11.0,7.0,1017.0
Bears,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,89.0,4.2,21.3,22.3,7.0,143.0,3792.5,11.4,47.0,55.2,4.0,13.0,39.0,0.0,222.0,67.0,25.0,11.0,993.0
Chargers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,63.0,4.2,18.0,22.3,7.0,156.0,3792.5,11.4,50.2,55.2,4.0,13.0,39.0,0.0,219.0,72.0,14.0,3.0,982.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,124.0,4.2,24.0,22.3,7.0,223.0,3792.5,11.4,63.0,55.2,4.0,13.0,39.0,0.0,218.0,97.0,17.0,9.0,1115.0
Packers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,88.0,4.2,21.8,22.3,7.0,197.0,3792.5,11.4,56.6,55.2,4.0,13.0,39.0,0.0,218.0,85.0,12.0,7.0,1038.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,104.0,4.2,21.0,22.3,7.0,122.0,3792.5,11.4,50.2,55.2,4.0,13.0,39.0,0.0,214.0,75.0,6.0,4.0,945.0
Commanders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,98.0,4.2,22.0,22.3,7.0,185.0,3792.5,11.4,53.9,55.2,4.0,13.0,39.0,0.0,213.0,84.0,10.0,4.0,1038.0
Browns,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,53.0,4.2,15.8,22.3,7.0,110.0,3792.5,11.4,39.6,55.2,4.0,13.0,39.0,0.0,210.0,58.0,19.0,6.0,859.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,128.0,4.2,24.6,22.3,7.0,177.0,3792.5,11.4,62.3,55.2,4.0,13.0,39.0,0.0,206.0,89.0,8.0,3.0,1023.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,98.0,4.2,24.3,22.3,7.0,168.0,3792.5,11.4,54.6,55.2,4.0,13.0,39.0,0.0,205.0,83.0,14.0,7.0,956.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,84.0,4.2,21.9,22.3,7.0,207.0,3792.5,11.4,60.5,55.2,4.0,13.0,39.0,0.0,204.0,75.0,13.0,4.0,999.0
49ers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,98.0,4.2,23.6,22.3,7.0,211.0,3792.5,11.4,57.6,55.2,4.0,13.0,39.0,0.0,202.0,84.0,20.0,10.0,1024.0
Colts,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,25.5,22.3,7.0,213.0,3792.5,11.4,59.7,55.2,4.0,13.0,39.0,0.0,201.0,94.0,10.0,9.0,1026.0
Cardinals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,71.0,4.2,20.7,22.3,7.0,156.0,3792.5,11.4,49.4,55.2,4.0,13.0,39.0,0.0,199.0,75.0,27.0,8.0,932.0
Panthers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,63.0,4.2,17.4,22.3,7.0,201.0,3792.5,11.4,59.1,55.2,4.0,13.0,39.0,0.0,198.0,78.0,14.0,8.0,998.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,22.6,22.3,7.0,144.0,3792.5,11.4,60.8,55.2,4.0,13.0,39.0,0.0,198.0,66.0,12.0,5.0,961.0
Falcons,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,65.0,4.2,18.6,22.3,7.0,156.0,3792.5,11.4,54.7,55.2,4.0,13.0,39.0,0.0,197.0,57.0,13.0,6.0,925.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,116.0,4.2,25.0,22.3,7.0,128.0,3792.5,11.4,50.2,55.2,4.0,13.0,39.0,0.0,195.0,70.0,18.0,10.0,943.0
Vikings,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,107.0,4.2,25.0,22.3,7.0,193.0,3792.5,11.4,62.9,55.2,4.0,13.0,39.0,0.0,188.0,86.0,13.0,8.0,958.0
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,112.0,4.2,29.2,22.3,7.0,247.0,3792.5,11.4,65.0,55.2,4.0,13.0,39.0,0.0,181.0,86.0,13.0,8.0,1014.0
Lions,609.0,343.0,56.3,6.5,3969.0,18.0,24.0,69.6,184.0,30.2,52.0,6.0,66.0,373.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,602.0,322.0,53.5,5.5,3291.0,12.0,26.0,58.1,176.0,29.2,32.0,2.0,28.0,203.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,592.0,362.0,61.2,6.1,3621.0,13.0,12.0,77.4,189.0,31.9,36.0,2.0,47.0,298.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,579.0,314.0,54.2,5.4,3098.0,12.0,22.0,60.6,144.0,24.9,32.0,4.0,32.0,216.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Giants,568.0,327.0,57.6,6.6,3764.0,19.0,16.0,77.1,189.0,33.3,52.0,7.0,36.0,206.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,562.0,313.0,55.7,6.8,3844.0,27.0,22.0,76.7,184.0,32.7,55.0,13.0,50.0,330.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,557.0,320.0,57.4,6.4,3595.0,18.0,20.0,72.7,180.0,32.3,43.0,6.0,40.0,281.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,557.0,327.0,58.7,6.7,3722.0,18.0,20.0,74.7,180.0,32.3,48.0,10.0,46.0,271.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,557.0,349.0,62.7,7.6,4227.0,27.0,23.0,84.9,206.0,37.0,57.0,11.0,30.0,238.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Vikings,555.0,335.0,60.4,6.9,3854.0,23.0,23.0,77.9,179.0,32.2,46.0,10.0,47.0,278.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,553.0,364.0,65.8,7.0,3862.0,27.0,9.0,95.5,195.0,35.3,45.0,5.0,27.0,155.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,551.0,379.0,68.8,8.9,4903.0,37.0,22.0,102.2,236.0,42.8,82.0,12.0,40.0,240.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,548.0,309.0,56.4,6.7,3685.0,16.0,18.0,73.1,177.0,32.3,47.0,5.0,27.0,180.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,534.0,321.0,60.1,6.9,3670.0,20.0,14.0,82.4,181.0,33.9,43.0,3.0,63.0,430.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,528.0,315.0,59.7,5.8,3072.0,20.0,16.0,76.0,153.0,29.0,35.0,7.0,17.0,120.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,528.0,300.0,56.8,7.3,3863.0,17.0,24.0,71.7,178.0,33.7,53.0,13.0,39.0,198.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,526.0,304.0,57.8,6.9,3653.0,18.0,14.0,79.5,177.0,33.6,52.0,11.0,29.0,204.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,522.0,300.0,57.5,6.6,3427.0,27.0,14.0,83.4,146.0,28.0,46.0,9.0,40.0,282.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,515.0,307.0,59.6,7.5,3867.0,23.0,17.0,84.2,179.0,34.8,55.0,10.0,43.0,309.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,511.0,312.0,61.1,6.3,3208.0,26.0,19.0,80.6,174.0,34.0,30.0,2.0,42.0,268.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,510.0,314.0,61.6,7.7,3921.0,32.0,15.0,94.1,187.0,36.7,53.0,13.0,22.0,151.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,506.0,318.0,62.8,7.0,3559.0,32.0,12.0,95.0,184.0,36.4,41.0,10.0,26.0,114.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Falcons,485.0,278.0,57.3,7.6,3695.0,19.0,17.0,80.0,165.0,34.0,46.0,14.0,64.0,387.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,482.0,306.0,63.5,6.9,3326.0,21.0,15.0,85.3,163.0,33.8,38.0,8.0,46.0,237.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,466.0,279.0,59.9,6.8,3154.0,18.0,21.0,74.3,139.0,29.8,42.0,7.0,51.0,353.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,464.0,272.0,58.6,6.2,2871.0,17.0,14.0,76.4,151.0,32.5,39.0,1.0,19.0,130.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,462.0,258.0,55.8,6.8,3164.0,15.0,12.0,77.2,140.0,30.3,45.0,12.0,49.0,328.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,454.0,274.0,60.4,7.3,3295.0,16.0,12.0,83.4,150.0,33.0,49.0,8.0,31.0,182.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,453.0,275.0,60.7,7.4,3335.0,20.0,19.0,80.6,154.0,34.0,42.0,7.0,27.0,178.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,432.0,235.0,54.4,6.3,2716.0,13.0,13.0,71.1,122.0,28.2,31.0,6.0,38.0,229.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,413.0,210.0,50.8,5.8,2408.0,14.0,20.0,59.9,110.0,26.6,32.0,8.0,34.0,190.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,580.0,334.0,61.45,7.0,3792.5,17.0,15.0,84.75,184.0,33.9,25.0,6.0,36.0,237.5,2774.0,4.8,148.0,25.5,16.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,509.0,334.0,61.45,7.0,3792.5,16.0,15.0,84.75,184.0,33.9,11.0,1.0,36.0,237.5,2244.0,4.4,120.0,23.6,10.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,505.0,334.0,61.45,7.0,3792.5,8.0,15.0,84.75,184.0,33.9,14.0,5.0,36.0,237.5,2184.0,4.3,114.0,22.6,10.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,490.0,334.0,61.45,7.0,3792.5,10.0,15.0,84.75,184.0,33.9,9.0,0.0,36.0,237.5,1948.0,4.0,104.0,21.2,19.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,483.0,334.0,61.45,7.0,3792.5,11.0,15.0,84.75,184.0,33.9,11.0,1.0,36.0,237.5,1810.0,3.8,92.0,19.0,15.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,481.0,334.0,61.45,7.0,3792.5,7.0,15.0,84.75,184.0,33.9,11.0,2.0,36.0,237.5,1877.0,3.9,106.0,22.0,8.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
